x1,x2,y1,y2,y-axis,x axis,class y
4.720772597,7.422591873,8.090766654,8.374815644,1,1,2
3.730348639,5.497055617,8.089644229,8.440350451,1,1,2
4.518468315,0.150712765,8.086881877,7.286709495,1,1,2
4.202593396,6.448671436,8.086143425,7.775709759,1,1,2
9.762733967,6.698455286,8.085785758,7.339607452,1,1,2
3.88179849,4.925069844,8.084993061,8.269574928,1,1,2
2.370325456,3.12488346,8.084847621,7.883343528,1,1,2
7.388182095,0.282884397,8.084714201,7.660576205,1,1,2
4.716930699,5.827247063,8.082818201,7.416460132,1,1,2
5.068629585,7.461865253,8.082419298,7.6987015,1,1,2
3.078479321,6.13138753,8.082040583,7.463579713,1,1,2
6.797967402,0.518051052,8.081479666,9.111416437,1,1,2
7.747463252,0.693747766,8.079961245,8.127119922,1,1,2
7.597769587,8.110592666,8.078276006,8.833360517,1,1,2
3.638447751,1.136394299,8.077684696,8.458746737,1,1,2
3.766028316,4.634659501,8.077069696,7.907742828,1,1,2
5.998245833,8.642977073,8.076801018,8.319076436,1,1,2
0.543379883,3.02802525,8.07574288,8.035148458,1,1,2
3.503671119,2.088533321,8.075731352,7.215272539,1,1,2
7.36573363,8.608886348,8.069337577,7.084087525,1,1,2
6.725046423,0.185933632,8.06507999,8.116901338,1,1,2
2.850320159,9.385833294,8.063249277,7.79833954,1,1,2
4.045278785,1.285880236,8.06319414,6.953496589,1,1,2
4.916278652,0.218606707,8.062118681,7.791478542,1,1,2
1.926497623,1.630042364,8.061161032,8.617289639,1,1,2
1.992379075,9.298544127,8.058533089,7.156360647,1,1,2
9.539595102,7.934577986,8.057253374,8.271964985,1,1,2
1.252969831,3.516034942,8.056542692,7.374940623,1,1,2
6.311232711,0.595687662,8.056477569,7.820369992,1,1,2
4.461536417,6.64994308,8.055786472,6.823533652,1,1,2
9.438645773,1.475593866,8.055350523,8.334245766,1,1,2
1.122499926,2.580616552,8.054646425,7.707487685,1,1,2
9.78856981,1.959059305,8.051792816,6.948385352,1,1,2
2.645556121,8.742308098,8.049334132,7.602372944,1,1,2
5.073313912,0.750930713,8.045751968,7.102256358,1,1,2
7.372785797,0.413090131,8.045000206,7.108209496,1,1,2
8.924502502,1.073189137,8.04336224,7.130166068,1,1,2
3.182335092,4.882892667,8.040232212,7.964864829,1,1,2
9.042874658,7.529092236,8.039100479,8.372372481,1,1,2
6.279172432,8.425952998,8.037730479,6.855043601,1,1,2
1.117095374,5.114387344,8.037015807,8.791247727,1,1,2
1.249385149,7.816948778,8.036136108,8.259069212,1,1,2
3.310087592,2.384371268,8.034742057,7.576491454,1,1,2
2.756086401,3.539048328,8.033995965,6.931936389,1,1,2
3.612358113,0.90637954,8.032682283,8.385363829,1,1,2
8.797745721,1.113591016,8.032280665,7.777606484,1,1,2
2.134259636,7.916340839,8.030826887,7.086270594,1,1,2
6.975177339,0.074139174,8.02813826,7.599088454,1,1,2
5.416422916,7.752238164,8.022964921,6.745899194,1,1,2
2.734539156,2.245363615,8.02240464,7.311487877,1,1,2
1.152811827,5.235266378,8.017411922,7.221214355,1,1,2
1.856359443,1.346269075,8.016637607,7.205986954,1,1,2
2.517000559,2.049932153,8.016631928,7.323078256,1,1,2
5.176827935,0.284568144,8.016478684,8.406964462,1,1,2
0.758042631,5.339123991,8.016416275,7.33749403,1,1,2
1.573958491,9.57125149,8.016014364,7.114310674,1,1,2
9.651163249,1.594223925,8.011940944,7.512676001,1,1,2
5.721143442,0.38461668,8.011149406,7.752003927,1,1,2
2.693908303,1.992765443,8.006308141,6.493570982,1,1,2
1.453336613,6.728563519,8.005802788,7.712152584,1,1,2
8.442349616,7.601544307,8.002806431,7.939618911,1,1,2
0.599442982,3.290980423,8.002014456,8.076734472,1,1,2
7.221295496,7.360239437,8.001843779,8.615218082,1,1,2
3.081061368,2.97063929,7.999607639,7.43505524,1,1,2
1.47976119,6.876965799,7.999295686,7.445560223,1,1,2
8.365778507,0.186390062,7.996208273,7.508885716,1,1,2
9.890884372,4.070576518,7.993398804,8.066690522,1,1,2
4.071832972,4.161798877,7.993134699,7.757011384,1,1,2
4.693843551,0.39770638,7.992802987,7.804502182,1,1,2
2.612189527,8.757348295,7.991555056,7.290406252,1,1,2
1.812676621,5.735006928,7.990047759,6.357100625,1,1,2
3.203262865,9.921747143,7.988960072,6.904362904,1,1,2
1.505513717,1.866538806,7.985926687,7.937206143,1,1,2
3.222743596,2.200676245,7.985311156,6.091379949,1,1,2
5.654213119,0.888200975,7.985160502,8.031043689,1,1,2
0.957016958,6.330099749,7.984366155,7.453368124,1,1,2
2.774180418,4.35129915,7.982518608,8.026768966,1,1,2
3.668223644,6.771021954,7.979717469,7.431665918,1,1,2
2.835137823,3.655394576,7.978372467,6.984234247,1,1,2
4.109157343,3.847055879,7.978102867,7.419172038,1,1,2
3.472335179,3.447463264,7.977903286,8.425178359,1,1,2
4.317601277,5.629006629,7.977612982,7.008112443,1,1,2
2.387236664,3.121300534,7.975743104,8.064128076,1,1,2
4.069464003,1.14719175,7.975169773,8.279574588,1,1,2
5.682174776,0.540840554,7.975043169,7.267785422,1,1,2
8.886435019,0.542434621,7.974406517,6.790896269,1,1,2
2.107106426,8.801850837,7.97331304,6.867977782,1,1,2
8.934060265,0.624631838,7.971979995,7.144169902,1,1,2
2.894060929,9.824176014,7.971861488,7.549403052,1,1,2
2.719564348,2.676793528,7.971428574,7.64877702,1,1,2
3.77617549,9.797319057,7.968603047,7.80806765,1,1,2
1.492449896,6.99802772,7.967692829,8.539464135,1,1,2
4.147201868,5.751223573,7.965512366,7.758532719,1,1,2
9.006752388,8.231283157,7.965496914,6.99305841,1,1,2
0.237681322,3.318166017,7.965353598,7.049523078,1,1,2
8.17248584,8.264253852,7.963378171,6.473122736,1,1,2
8.463049367,0.660791706,7.961370418,6.597379575,1,1,2
1.806606215,8.793348237,7.961361777,7.375510315,1,1,2
4.098574499,6.504411755,7.958931874,8.717453333,1,1,2
5.465005296,6.748398064,7.957049805,7.115533758,1,1,2
3.931661504,2.172813225,7.956949068,8.045012616,1,1,2
1.459527948,6.72311672,7.956533476,7.118709697,1,1,2
2.27414628,8.818819351,7.956492033,8.421358068,1,1,2
6.546842377,0.798903614,7.956051305,7.442803083,1,1,2
1.533688779,7.310356113,7.95591293,7.535911382,1,1,2
5.304518093,0.106022248,7.955652329,7.96886297,1,1,2
3.244671955,2.82286151,7.952986248,7.847610794,1,1,2
4.939689221,1.117067025,7.952667433,8.096727107,1,1,2
3.885032526,1.130445112,7.951142336,7.8321295,1,1,2
4.838259025,0.725362359,7.949148006,7.914529416,1,1,2
3.455554269,5.640408917,7.947365018,7.099325654,1,1,2
4.078269926,4.845615763,7.943581861,7.47324275,1,1,2
8.196898056,8.705535407,7.94314266,7.335250693,1,1,2
2.883486339,2.33264822,7.939752098,7.499355885,1,1,2
2.593738185,1.743815454,7.938874829,8.399914361,1,1,2
5.738043084,0.87383292,7.93872567,6.897703384,1,1,2
9.53706182,2.639228701,7.937351459,8.382476007,1,1,2
0.016749941,3.100765785,7.93532529,7.610561298,1,1,2
1.613118663,9.063234764,7.934915389,8.620914609,1,1,2
2.922915739,0.885216214,7.934500142,7.12553839,1,1,2
2.153982043,9.743897848,7.934437975,7.881095306,1,1,2
3.720376725,4.998720882,7.932987772,6.601968577,1,1,2
6.893092538,0.638240231,7.932888559,7.339804469,1,1,2
6.77508356,8.142140833,7.931157521,7.83209247,1,1,2
9.140927932,1.472154271,7.930886384,6.795770528,1,1,2
3.225744726,0.890083233,7.930351387,7.060813684,1,1,2
5.506449751,0.428837963,7.929749641,7.427465831,1,1,2
2.152486712,1.656342678,7.92853564,6.941289354,1,1,2
3.045715508,1.265055491,7.92670981,7.797566831,1,1,2
2.817301058,9.008699833,7.923909144,7.102154529,1,1,2
3.882147904,3.014708124,7.923783321,7.57667048,1,1,2
3.719960888,1.181505763,7.921961134,8.506421071,1,1,2
6.348797056,0.83567598,7.921070397,8.438800924,1,1,2
8.38286475,0.892205497,7.918915749,7.693537061,1,1,2
3.381589518,5.254388786,7.917145709,7.80497137,1,1,2
1.289259059,2.722483145,7.916992512,8.071592605,1,1,2
8.368037914,0.611059891,7.915886924,7.923724405,1,1,2
3.787352733,6.593173937,7.915356404,8.178753019,1,1,2
1.915710135,9.500267821,7.915130064,6.660400909,1,1,2
3.882049852,6.033791374,7.91450187,7.666568037,1,1,2
7.464978159,7.84637731,7.914215258,7.012155859,1,1,2
2.667269432,2.689836681,7.913582806,7.581071052,1,1,2
8.123650361,8.447395175,7.912908668,7.771689807,1,1,2
2.870515199,3.079065421,7.912084477,8.064069549,1,1,2
0.59383188,3.004217069,7.911883528,8.175429807,1,1,2
9.985265777,6.493610554,7.91097835,7.581009538,1,1,2
6.141750024,0.052659986,7.910646364,8.317607951,1,1,2
7.668886792,0.700541014,7.909149175,7.077872568,1,1,2
0.524070368,3.284230408,7.90778615,7.212927715,1,1,2
2.940501097,2.002907213,7.907761347,7.338008739,1,1,2
2.915334893,3.287346603,7.905054751,7.41242751,1,1,2
7.863250432,0.686860211,7.903375192,6.976587345,1,1,2
6.100729288,7.971327359,7.902606014,6.817322475,1,1,2
8.894479088,8.172777924,7.901704426,8.116642049,1,1,2
1.489808968,7.220619947,7.900095726,7.954244832,1,1,2
1.293070125,8.001022574,7.899248527,8.925762459,1,1,2
1.924470136,3.018983932,7.898105576,8.08399767,1,1,2
5.470768023,0.790472545,7.898095838,8.533051035,1,1,2
6.774882009,0.724944017,7.897263129,7.881697433,1,1,2
6.144647065,7.829903979,7.89697432,7.320550211,1,1,2
3.960597028,1.32915037,7.896802053,7.962612442,1,1,2
3.060090381,1.621029494,7.895111508,7.987548983,1,1,2
1.13684741,9.024287799,7.895105652,7.149502418,1,1,2
1.44240102,8.414302601,7.893929061,8.11690906,1,1,2
4.841397282,0.870591631,7.891859587,7.762795388,1,1,2
3.538190326,6.264937335,7.891675302,8.61972966,1,1,2
1.157181512,4.528738312,7.890981654,7.825604266,1,1,2
0.127690275,3.789750006,7.889407408,7.346138383,1,1,2
2.688782304,2.579654981,7.889123367,7.362834059,1,1,2
5.005374588,0.290705111,7.88880924,6.666587284,1,1,2
6.219125898,8.526247982,7.887327301,7.874063856,1,1,2
3.622588207,6.33466551,7.885727762,8.169565497,1,1,2
0.641474963,3.865380821,7.88539448,7.60114609,1,1,2
9.752272372,1.113143454,7.88459497,6.857597964,1,1,2
8.669166269,1.507538336,7.883936388,7.142218286,1,1,2
7.67360862,8.416149686,7.880618351,7.598654253,1,1,2
4.416034932,0.513536301,7.878087472,8.665990665,1,1,2
2.799719892,9.801866737,7.877855231,7.811092427,1,1,2
1.08917935,6.559972513,7.876796258,7.572962357,1,1,2
4.430643326,6.461220904,7.874481504,8.34201251,1,1,2
3.599797702,2.987111124,7.874360841,7.875035121,1,1,2
2.996554262,0.672220266,7.87251503,7.32305764,1,1,2
7.319302777,7.291944678,7.86870723,7.326804741,1,1,2
9.762189592,7.389342663,7.868535569,7.935922221,1,1,2
4.850258925,7.699538542,7.868224236,8.325829659,1,1,2
5.818889426,0.080886422,7.866772678,6.353879799,1,1,2
3.274114041,9.607752091,7.866335292,7.305147167,1,1,2
2.055466999,8.320724253,7.865880178,6.911589994,1,1,2
0.909693393,3.233036878,7.86528925,6.782359786,1,1,2
0.609689571,5.563106359,7.865068711,7.357969885,1,1,2
2.149295439,2.603184589,7.864308534,7.825021883,1,1,2
6.230921784,0.509813579,7.864295428,8.080816651,1,1,2
4.766142286,7.183201313,7.863133343,6.988171114,1,1,2
5.591737821,0.43428161,7.862343597,6.304543877,1,1,2
4.2785918,5.75045411,7.861413506,7.920141434,1,1,2
2.724368955,1.184905164,7.861155627,7.924559868,1,1,2
1.645851801,8.714261007,7.860683557,6.810056307,1,1,2
0.842112647,4.703712173,7.859159128,8.339062434,1,1,2
0.495895132,3.457200453,7.858641812,7.969252109,1,1,2
2.484303876,3.588211102,7.856764511,7.487150772,1,1,2
9.185266284,2.057060483,7.856386884,6.742797976,1,1,2
4.419694737,1.340762901,7.856302625,7.873079837,1,1,2
9.763408178,6.9340247,7.855959076,8.253319711,1,1,2
5.516775859,0.871598197,7.855766759,6.830839719,1,1,2
8.876249723,7.846104115,7.854550298,8.114135934,1,1,2
7.067798196,5.256232963,7.853776328,7.566578963,1,1,2
8.23717672,0.764486607,7.849690759,7.189073367,1,1,2
9.554826323,0.950297324,7.84951523,7.037814389,1,1,2
8.0516639,8.807061508,7.848782109,7.519900179,1,1,2
2.731903941,1.644154772,7.846798524,7.89009721,1,1,2
9.294422599,6.926928013,7.846686912,8.067449971,1,1,2
3.636156156,2.049267322,7.846482605,8.370999442,1,1,2
4.177414323,1.330815284,7.846018539,7.263758696,1,1,2
7.505950229,0.37021374,7.84341254,7.274072117,1,1,2
1.83191362,1.832617893,7.843149328,7.317867525,1,1,2
6.98347355,5.212701976,7.842262141,8.274429502,1,1,2
4.970171181,6.666301254,7.841554214,7.506309187,1,1,2
9.390783565,1.402465299,7.841049026,7.318408775,1,1,2
1.04740231,5.565682851,7.841009959,8.657737191,1,1,2
3.295302893,2.97462389,7.840868682,7.665033572,1,1,2
4.618117873,5.197848565,7.840760442,7.029535767,1,1,2
8.253882832,0.25704995,7.840263634,7.302802821,1,1,2
4.067203069,1.402678414,7.839524245,8.229954837,1,1,2
9.32640931,0.020299091,7.838421088,9.753060722,1,1,2
8.30424746,1.342410343,7.837203302,7.579559422,1,1,2
9.905391939,1.789593794,7.837156706,6.811852908,1,1,2
2.169987667,3.665276747,7.836994046,8.922457793,1,1,2
1.149022242,6.393817129,7.836669709,6.747784478,1,1,2
7.690469943,0.309583522,7.835843715,8.09103969,1,1,2
4.052280525,1.022302136,7.835475936,7.575912747,1,1,2
9.949487927,4.452000568,7.835364305,8.892092209,1,1,2
5.149222019,1.197435687,7.835118745,8.002075461,1,1,2
7.597988897,7.479694071,7.834422584,7.90328953,1,1,2
1.439717323,6.758843447,7.833947419,8.287402868,1,1,2
2.676840397,1.778096995,7.8330479,7.729393023,1,1,2
6.360184962,0.446301131,7.83238894,6.643823175,1,1,2
6.360695072,0.547144313,7.832130129,7.47352174,1,1,2
6.091612644,0.523679564,7.831763899,7.752256954,1,1,2
2.35453481,1.954984683,7.829985956,7.439640943,1,1,2
8.652060264,7.884323054,7.829466186,8.471952834,1,1,2
2.933689159,5.868060669,7.828737671,8.29773401,1,1,2
4.94092528,1.285010606,7.828671079,8.228156631,1,1,2
1.429537233,5.65988328,7.828579049,6.828919846,1,1,2
2.902269068,1.027775685,7.827519711,7.829677381,1,1,2
5.469500618,7.719869364,7.823998883,7.578440438,1,1,2
5.161237007,7.417014481,7.823641842,7.972231163,1,1,2
4.876763235,1.058680345,7.822230266,8.364424516,1,1,2
7.137668684,8.813100605,7.82175416,7.338846537,1,1,2
1.794867559,9.172595967,7.820787896,8.655055591,1,1,2
0.929786709,4.332482239,7.818709798,7.196848214,1,1,2
4.029862463,6.251229935,7.818216396,7.597922646,1,1,2
7.719308674,8.528736532,7.817848883,7.252167769,1,1,2
